gene	01_ctrl	02_ctrl	03_ctrl	04_ctrl	05_tx	06_tx	07_tx	08_tx
LOC115487656	0	0	0	0	0	0	0	0
Crygf	0	0	0	0	0	0	0	0
Map2	3	9	0	3	0	3	2	2
Gm51629	0	0	0	0	0	0	0	0
Gm24729	0	0	0	0	0	0	0	0
Unc80	0	0	0	0	0	0	0	0
Gm39655	0	0	0	0	0	0	0	0
Rpe	49	53	56	40	60	36	29	60
Kansl1l	24	16	20	18	15	20	12	22
Gm46093	509	477	435	365	649	386	363	405
Acadl	217	215	296	226	207	185	162	223
Gm27934	0	0	0	0	0	0	0	0
Gm25832	0	0	0	0	0	0	0	0
Myl1	4	2	0	1	4	2	3	2
Lancl1	73	102	75	74	62	70	91	51
LOC115487097	38	43	28	69	32	49	52	34
Cps1	0	0	0	0	0	0	0	0
Gm26342	0	0	0	0	0	0	0	0
Gm39658	0	0	0	0	0	0	0	0
Erbb4	0	0	0	0	0	0	0	0
Gm51744	0	0	0	0	0	0	0	0
Gm28497	0	0	0	0	0	0	0	1
Ikzf2	245	235	243	272	416	360	259	236
Gm29822	0	0	0	0	0	0	0	0
Spag16	0	3	1	2	2	3	3	0
Gm23879	0	0	0	0	0	0	0	0
Gm23422	2	0	19	6	22	3	16	2
LOC115487661	0	0	0	0	0	0	0	0
Vwc2l	0	0	0	0	0	0	0	0
Gm29906	0	0	0	0	0	0	0	0
Bard1	638	541	692	617	737	622	619	478
Abca12	0	0	0	0	0	0	0	0
Gm39659	0	0	0	0	0	0	0	0
Atic	4633	4201	4748	4297	4488	4497	4822	3661
Fn1	41	46	41	46	32	45	52	46
Apol7d	0	0	0	0	0	0	0	0
Gm46094	0	0	0	0	0	0	0	0
Gm39660	0	1	0	0	0	0	0	0
Gm30160	0	0	1	0	0	0	0	0
Gm30308	0	0	0	0	0	0	0	0
Gm45958	0	0	1	0	0	0	0	0
Gm8883	0	0	0	0	0	0	0	0
Gm28818	0	0	0	0	0	0	0	0
4933417E11Rik	0	0	0	0	0	0	0	0
Gm4319	0	0	0	0	0	0	0	0
Mreg	17	1	22	20	8	17	1	10
Gm51630	0	0	0	0	0	0	0	0
Gm25360	111	132	212	78	40	56	109	117
Gm23472	0	0	0	0	0	0	0	0
D230017M19Rik	0	0	0	0	0	0	0	1
Gm24497	0	3	7	12	0	2	3	5
Gm25939	89	83	75	68	58	97	95	89
Pecr	346	365	427	382	316	413	339	381
Tmem169	3	0	5	0	0	0	0	0
Gm51631	0	0	0	0	0	0	0	0
Xrcc5	1165	1126	1146	1092	1234	1094	1125	1142
Gm39661	3	0	0	0	0	0	0	0
Marchf4	2	0	1	1	1	1	1	0
Smarcal1	182	145	214	229	165	184	145	118
Gm39662	0	0	0	0	0	1	0	0
Ankar	0	0	0	0	0	0	0	0
Rpl37a	14977	17137	16313	15550	13811	15525	16456	15128
Gm51632	0	0	0	0	0	0	0	0
Gm39663	0	0	0	0	0	0	0	0
Gm30788	0	0	0	0	0	0	0	0
Gm30847	0	0	0	0	0	0	0	0
Igfbp2	20	22	27	30	23	23	28	20
Igfbp5	36	31	36	36	27	30	19	30
Gm51633	0	0	0	0	0	0	0	0
Gm31047	0	0	0	0	0	0	0	0
Gm31137	0	0	0	0	0	0	0	0
Tnp1	0	0	0	0	0	0	0	0
1700027A15Rik	0	0	0	0	0	0	0	0
Gm31254	0	0	0	0	0	0	0	0
Gm29185	0	0	0	0	0	0	0	0
Gm31197	0	0	0	0	0	0	0	0
Gm31344	0	0	0	0	0	0	0	0
Pinc	0	0	0	0	0	0	0	0
D530049I02Rik	0	0	0	0	0	0	0	0
C530043A13Rik	1	0	0	0	1	0	0	0
6030407O03Rik	0	0	0	0	0	0	0	0
Gm29183	0	0	1	0	0	0	0	0
Mir6351	0	0	0	0	0	0	0	0
Tns1	191	141	188	173	152	187	123	163
Gm39664	0	0	0	0	0	0	0	0
Gm31637	0	0	0	0	0	0	0	0
Rufy4	0	0	0	2	1	0	0	0
Cxcr2	5	3	6	3	4	8	12	6
Cxcr1	0	0	0	7	0	0	0	0
Mir1928	0	0	0	0	0	0	0	0
Gm31691	0	0	0	0	0	0	0	0
Gm25524	0	0	0	0	0	0	0	0
Arpc2	12316	11234	12095	11682	11205	12027	11897	11140
Gpbar1	0	0	0	2	0	0	0	0
Aamp	4436	4390	4479	4146	4081	3637	3843	3864
Gm28364	0	0	0	0	0	0	0	0
Pnkd	123	162	187	129	165	220	171	157
Tmbim1	179	108	239	185	124	140	169	186
Catip	3	5	1	2	6	5	4	2
Slc11a1	6	4	3	4	5	2	1	2
Ctdsp1	241	244	128	105	206	180	197	126
Mir26b	0	1	2	1	0	4	0	4
Vil1	0	0	0	0	0	1	0	0
Usp37	958	1027	1172	1130	859	942	853	798
Cnot9	1313	953	1060	966	1124	1010	1188	1066
Plcd4	0	0	0	0	0	0	0	0
Zfp142	339	317	262	311	235	272	241	288
Bcs1l	296	278	311	309	243	283	359	237
Rnf25	20	17	13	17	21	8	15	18
Stk36	3	0	0	9	0	8	5	4
Ttll4	779	775	803	920	792	913	896	761
Cyp27a1	2	1	1	1	0	4	2	1
Prkag3	0	0	2	2	0	4	0	0
Wnt6	0	0	0	0	0	0	0	0
Gm29539	1	0	0	0	0	0	0	0
Gm32099	0	0	0	0	0	0	0	0
Wnt10a	0	0	0	0	0	0	0	0
n-TGgcc3	26	10	2	26	7	8	12	0
Gm32275	0	0	0	0	0	0	0	0
Gm16582	0	0	0	0	0	0	0	0
Cdk5r2	0	0	0	0	1	0	0	1
Fev	0	0	0	0	0	0	0	0
Cryba2	0	0	0	0	0	0	0	0
Mir375	0	0	0	0	0	0	0	0
Cfap65	3	6	5	6	1	6	2	5
Ihh	0	0	0	1	0	1	0	1
Nhej1	44	63	91	81	70	50	34	44
Slc23a3	29	17	4	23	5	24	19	23
Cnppd1	1394	1474	1625	1520	1100	1201	1503	1151
Retreg2	389	571	476	413	410	451	413	415
Zfand2b	214	211	180	171	128	206	170	126
Abcb6	180	158	217	249	254	225	215	240
Atg9a	64	95	85	117	70	62	132	70
Ankzf1	528	636	588	448	359	295	391	267
Glb1l	62	21	37	61	55	14	22	21
Stk16	535	423	678	585	402	538	587	493
Tuba4a	6944	6263	6791	6161	7066	7096	7740	6729
A630095N17Rik	0	0	0	0	0	0	0	0
Dnajb2	391	386	274	320	242	314	351	296
Ptprn	2	6	2	5	0	0	1	2
Resp18	0	1	1	0	0	0	0	0
Dnpep	375	380	392	376	396	297	391	352
Des	10	10	15	12	8	14	12	15
Gm15179	0	1	0	0	0	0	0	0
Speg	2	1	0	2	0	2	1	1
Gmppa	408	412	450	397	340	399	437	360
Asic4	0	0	0	0	0	0	0	0
Gm32506	0	0	0	0	0	0	0	0
Chpf	570	581	545	567	596	549	608	496
Tmem198	115	47	55	53	65	65	34	66
Obsl1	0	18	14	17	10	7	11	5
Inha	0	2	0	9	9	2	0	1
Stk11ip	153	116	165	245	164	95	177	189
Slc4a3	4	4	1	1	0	2	2	2
Gm32622	0	0	0	0	0	0	0	0
Gm29065	0	0	0	0	0	0	0	0
Gm32737	0	0	0	0	0	0	0	0
Gm17751	0	0	0	0	0	0	0	0
Mir6343	0	0	0	0	0	0	0	0
Epha4	7	13	9	5	10	6	10	12
Mir6352	0	0	0	0	0	0	0	0
Gm32793	0	0	0	0	0	0	0	0
Gm32974	0	0	0	0	0	0	0	0
Gm33083	0	0	0	0	0	0	0	0
Gm33030	0	0	0	0	0	0	0	0
Gm26263	0	0	0	0	0	0	0	0
Pax3	0	0	0	0	0	0	0	0
Gm33152	0	0	0	0	0	0	0	0
Gm2102	0	0	0	0	0	0	0	0
Sgpp2	1	1	0	0	0	0	1	0
Gm51634	0	0	0	0	0	0	0	0
Farsb	360	382	259	415	272	349	294	323
Mogat1	0	0	0	0	0	0	0	0
Gm39665	0	0	0	0	0	0	0	0
Gm29611	0	0	0	0	0	0	0	0
Acsl3	920	954	897	842	954	864	999	841
Utp14b	104	161	181	162	204	157	154	104
Gm51635	0	0	0	0	0	0	0	0
Gm38631	0	0	0	0	0	0	0	0
Gm33693	0	0	0	0	0	0	0	0
Gm29536	0	0	0	0	0	0	0	0
Kcne4	0	5	2	3	2	1	1	4
LOC115487654	0	0	0	0	0	0	0	0
Scg2	0	0	0	0	2	0	0	0
Gm24160	0	0	0	0	0	0	0	0
Ap1s3	315	224	385	377	388	380	428	364
Wdfy1	149	161	210	201	163	167	98	128
Mrpl44	536	515	441	606	458	626	575	413
Gm39666	0	0	0	0	0	0	0	0
Serpine2	182	210	231	142	223	296	260	184
Gm33970	0	0	0	0	0	0	0	0
Gm23934	6	4	5	1	0	3	0	0
Fam124b	16	10	12	6	6	11	3	0
LOC108167342	0	0	0	0	0	0	0	0
2310015K22Rik	0	0	0	0	0	0	0	0
Gm34098	0	0	0	0	0	0	0	0
Cul3	2435	2119	2368	2384	2548	2276	2328	1853
Gm39667	0	3	3	2	1	9	0	4
Gm38673	0	0	0	0	0	0	0	0
1700016L21Rik	0	0	0	0	0	0	0	0
Dock10	4849	4821	4796	5136	4333	4374	4314	3812
Nyap2	0	0	0	0	0	0	0	0
Mir6344	0	0	0	0	0	0	0	0
Irs1	1	5	2	1	4	6	3	2
Rhbdd1	473	337	362	325	265	222	172	212
Gm46095	0	0	0	0	0	0	0	0
Col4a4	40	26	14	31	20	33	26	26
Col4a3	12	12	17	12	11	9	8	10
C430014B12Rik	0	0	0	0	0	0	0	0
Mff	640	662	741	685	761	701	656	621
Gm39668	2	12	3	3	8	1	7	11
Tm4sf20	0	0	0	0	0	0	0	0
Gm34286	5	7	17	7	11	2	0	3
Gm17764	0	0	0	0	0	0	0	0
Gm34450	6	11	20	15	4	7	19	12
Agfg1	3398	3383	3364	3369	3263	3501	3928	3356
Slc19a3	0	0	0	0	0	0	1	0
Krtap28-13	0	0	0	0	0	0	0	0
Ccl20	0	0	1	0	0	0	0	1
Daw1	0	2	0	0	0	0	0	1
Sphkap	0	0	0	0	1	0	0	0
Pid1	3	3	0	2	4	4	2	6
Mir6353	0	0	0	0	0	0	0	0
Dner	0	1	0	0	0	0	0	0
Mir5126	0	0	0	0	0	0	0	0
Gm51637	11	1	0	5	0	0	3	0
Trip12	4763	4603	4772	4321	4255	4002	4273	3474
Fbxo36	1	1	4	0	3	2	2	2
Slc16a14	0	9	0	0	0	0	0	0
Gm39669	0	0	0	0	0	0	0	0
A530032D15Rik	0	0	0	0	0	0	0	0
A530040E14Rik	1	0	0	3	0	0	0	0
Gm38510	0	0	0	0	0	0	0	0
Gm7609	0	0	0	0	0	0	0	0
C130026I21Rik	1	0	0	0	0	0	0	1
Gm2619	0	0	0	0	0	0	0	0
Gm7592	0	0	9	0	0	0	0	0
Gm2427	0	0	0	0	0	0	0	0
Sp110	2115	1791	1951	1953	1662	1622	1704	1438
Sp140	514	430	439	340	269	315	290	194
Sp100	1029	998	998	1154	884	870	887	697
A630001G21Rik	423	424	480	329	341	310	346	269
Mir8096	0	0	0	0	0	0	0	0
9930111H07Rik	0	0	0	0	0	0	0	0
Cab39	1581	1657	1718	1703	1640	1476	1459	1479
Itm2c	504	538	539	555	390	484	526	462
Gm32302	0	0	0	0	0	0	0	0
Gm51745	0	0	0	0	0	0	0	0
4933407L21Rik	0	1	0	0	0	2	0	0
Gpr55	18	22	20	6	23	14	14	7
Gm41905	0	0	0	4	0	18	0	7
Spata3	0	0	0	0	0	0	0	1
2810459M11Rik	0	0	0	0	0	0	1	0
Psmd1	9626	8995	10089	9882	9059	9334	9929	8700
Gm22786	16	21	22	19	5	23	32	18
Htr2b	6	1	0	0	1	3	0	0
Armc9	72	96	106	112	79	81	110	62
Gm46098	0	0	0	0	0	0	0	0
Gm16341	0	2	0	4	6	0	0	0
Gm28626	2	0	0	0	0	1	0	0
B3gnt7	11	15	8	5	17	13	14	13
Ncl	198122	177308	194882	177392	172464	162088	172974	151666
Snora75	636	531	711	649	487	333	423	365
Gm24148	38	35	32	20	23	40	13	22
Snord82	9	12	0	1	6	8	2	10
C130036L24Rik	27	46	27	39	53	56	44	30
Nmur1	0	0	1	0	0	0	0	0
Tex44	0	0	0	0	0	0	0	0
Gm32700	15	0	4	4	8	7	1	1
Gm32758	0	0	0	0	0	0	0	1
Gm41907	0	0	0	0	0	0	0	0
Ptma	38273	32692	38841	33506	34903	34553	35585	30788
Pde6d	139	137	97	122	73	143	154	98
Cops7b	660	607	673	608	652	691	795	495
Gm41908	0	0	0	0	0	0	0	0
Nppc	1	0	7	10	6	0	0	12
Dis3l2	301	144	243	184	245	187	291	283
Gm41909	0	0	0	0	0	0	0	0
Gm28375	0	0	0	0	0	0	0	0
Gm41910	0	0	0	0	0	0	0	0
Gm29371	0	0	0	0	0	0	0	0
Alppl2	0	0	0	0	0	0	0	0
Alpi	0	0	0	0	0	0	0	0
Akp3	0	0	0	0	0	0	0	0
Ecel1	0	0	0	0	0	0	1	0
Gm51638	0	0	0	0	0	0	0	0
Gm33292	0	0	0	0	0	0	0	0
Prss56	0	0	0	0	0	0	0	0
Chrnd	0	0	0	0	0	0	0	0
Chrng	0	0	0	0	0	0	0	0
Eif4e2	4096	3710	3864	3293	3236	3227	3031	2982
Efhd1	0	0	0	0	0	0	0	0
Gm41911	0	0	0	0	0	0	0	0
Gigyf2	2470	1852	2344	1963	2357	1887	1805	1788
Gm22549	0	0	0	0	0	0	0	0
Kcnj13	4	1	1	1	2	3	1	1
Snorc	0	0	0	0	0	0	0	0
Ngef	4	1	2	1	2	1	1	1
Gm46099	0	0	0	0	0	0	0	0
Neu2	0	0	1	1	0	0	0	0
Inpp5d	172	227	211	193	148	207	153	190
Gm33470	0	0	0	0	0	0	0	0
Gm33517	0	5	0	5	0	0	0	0
Atg16l1	493	650	597	605	405	515	581	595
Gm25395	3	37	9	13	8	22	2	4
Scarna6	1	3	0	13	2	6	2	2
Sag	92	59	78	80	116	67	94	66
Dgkd	1663	1691	1888	1706	1621	1740	1739	1639
Gm19582	0	0	0	3	0	5	0	0
Usp40	695	569	537	571	589	472	539	461
Ugt1a10	0	0	3	0	0	0	0	0
Ugt1a9	0	0	0	0	0	0	0	0
Ugt1a8	0	0	0	0	0	0	0	0
Ugt1a7c	0	0	0	0	0	0	0	0
Ugt1a6b	0	0	0	0	0	0	0	0
Ugt1a6a	0	0	0	0	0	0	0	0
Ugt1a5	0	0	0	0	0	0	0	0
Ugt1a2	0	0	0	0	0	0	0	0
Dnajb3	16	20	8	6	6	8	38	6
Ugt1a1	0	1	0	0	0	0	0	0
Mroh2a	0	0	0	0	0	0	0	0
Hjurp	1661	1902	2124	1590	1589	1728	1712	1271
Trpm8	0	0	0	0	0	0	0	0
Gm51639	0	0	0	0	0	0	0	0
Spp2	0	0	0	0	0	0	0	0
Gm29538	2	4	1	1	0	0	1	1
Gm28888	0	1	0	0	0	0	0	0
Glrp1	171	153	253	134	46	29	52	11
Gm19589	0	0	0	0	0	1	0	0
Gm41912	0	0	0	0	0	0	0	0
Arl4c	870	885	1057	857	1398	1529	1744	1539
Platr5	8	0	0	0	0	0	0	0
Gm34194	0	0	0	0	0	0	0	0
1700067G17Rik	0	0	0	0	0	0	0	0
Sh3bp4	11	6	18	4	11	3	9	11
Gm34331	0	0	0	0	0	0	0	0
C030007H22Rik	0	0	0	0	0	0	0	0
Gm41913	0	0	0	0	0	0	0	0
Agap1	11	16	26	29	40	13	22	20
Gm41914	0	0	0	0	0	0	0	0
4933400F21Rik	0	0	0	0	0	0	0	0
Gbx2	0	0	0	0	0	0	0	0
LOC102637806	0	0	0	4	1	0	0	0
Asb18	0	0	0	0	0	0	0	0
Gm41915	0	0	0	0	0	0	0	0
Gm34616	0	0	0	0	0	0	0	0
Iqca	4	1	1	0	0	2	5	4
4930434B07Rik	0	0	0	0	0	0	0	0
Ackr3	11	10	14	15	12	17	10	11
Gm34930	0	0	0	0	0	0	0	0
2700003A03Rik	0	0	0	0	0	0	0	0
Gm34992	0	0	0	0	0	0	0	0
Gm28722	0	0	0	0	0	0	0	0
Gm35048	0	0	0	1	0	0	0	0
Gm35141	0	0	0	0	0	0	0	0
Gm41917	0	0	0	0	0	0	0	0
Gm35192	0	0	0	0	0	0	0	0
Cops8	1276	1162	1472	1277	1526	1284	1279	1298
Gm35242	0	0	0	0	0	0	0	0
Gm9991	0	0	0	0	0	0	0	0
Gm35332	0	0	0	0	0	0	0	0
Gm41918	0	0	0	0	0	0	0	0
Col6a3	19	12	17	20	15	25	20	27
Gm35381	0	0	0	0	0	0	0	0
Mlph	4	4	5	8	5	1	5	6
Prlh	0	0	0	0	0	0	0	0
Rab17	0	1	0	0	1	0	0	0
Lrrfip1	2599	2270	2665	2488	2115	1940	2290	2178
Rbm44	22	12	35	24	32	24	30	22
Ramp1	28	13	3	8	3	2	19	4
Ube2f	491	480	601	592	393	551	480	555
Scly	207	167	182	150	186	130	233	144
Espnl	0	0	9	0	0	2	11	0
Klhl30	0	0	0	0	0	0	0	0
Erfe	27	17	36	31	21	49	36	20
Ilkap	1823	1788	1814	1683	1578	1613	1796	1476
1700020N18Rik	0	0	0	0	0	0	0	1
Hes6	462	606	592	537	583	534	710	588
Per2	140	143	134	175	156	146	209	127
Gm35591	0	0	0	1	0	1	0	0
Gm28382	0	0	0	0	0	0	0	0
Traf3ip1	212	150	178	139	291	150	218	158
Asb1	182	154	170	147	187	162	149	164
Gm28380	0	0	0	0	0	0	0	0
Twist2	0	0	0	1	0	1	1	1
Gm46117	0	0	0	0	0	0	0	0
Gm46242	0	0	0	0	0	0	0	0
Hdac4	761	809	718	716	619	685	633	559
LOC108167659	126	82	117	96	55	114	91	72
Gm35992	0	0	0	0	0	0	0	0
Ndufa10	4025	3838	3602	3651	3497	3440	3964	3326
Mir6900	0	0	0	0	0	0	0	0
Olfr1416	0	0	0	0	0	0	0	0
Olfr1415	0	0	0	0	0	0	0	0
Olfr1414	0	0	0	0	0	0	0	0
Olfr1413	0	0	0	0	0	0	0	0
Olfr1412	0	0	0	0	0	0	0	0
Olfr1411	0	0	0	0	0	0	0	0
Olfr1410	0	0	0	0	0	0	0	0
Olfr12	0	0	0	0	0	0	0	0
Cops9	1919	2046	1948	2030	1962	1903	2132	1866
Otos	0	0	0	0	0	0	6	0
Gm29483	0	0	0	0	0	0	0	0
Gm36102	0	0	0	0	0	0	0	0
Gm29481	0	0	0	0	0	0	0	0
Gpc1	174	203	203	218	126	172	172	181
Gm29480	0	0	0	0	0	0	0	0
Mir149	0	0	0	0	0	0	0	0
Ankmy1	0	7	0	1	0	1	0	0
Gm36184	0	0	0	5	0	0	6	1
LOC115487694	0	0	0	0	0	0	0	0
Dusp28	50	62	77	61	86	88	92	52
5033417F24Rik	6	1	0	14	0	2	0	1
Rnpepl1	356	467	533	563	349	502	565	426
9430060I03Rik	31	23	46	37	29	55	39	28
Capn10	179	134	139	105	102	40	74	65
Gpr35	31	47	58	45	8	25	37	34
Gm36424	0	0	0	0	0	0	0	0
Aqp12	0	0	0	0	0	0	0	0
Kif1a	1	2	1	3	1	3	1	3
Gm36472	0	0	0	0	0	0	0	0
Agxt	0	0	0	0	0	0	0	0
Mab21l4	17	3	11	9	8	13	11	8
Crocc2	3	0	1	1	0	1	0	0
Sned1	7	13	14	13	13	4	7	6
Mir6901	0	0	0	0	0	0	0	0
Mterf4	249	224	282	274	219	197	222	177
Gm28535	0	3	0	0	0	5	3	6
Pask	324	325	372	277	256	288	221	213
Ppp1r7	2156	2034	2191	1954	2010	1969	2000	1790
Mir6902	1	0	0	0	0	0	0	0
Mir6345	0	0	0	0	0	0	0	0
Gm26446	0	0	0	0	0	0	1	0
Ano7	3	0	7	1	1	25	4	20
Hdlbp	5912	5197	5669	4898	4629	4827	4617	4039
Septin2	3590	3400	3713	3582	3563	3694	3792	3212
Farp2	21	15	29	29	5	28	29	33
Gm41920	5	1	6	14	5	16	8	8
Stk25	102	173	165	138	129	145	128	165
Bok	5	12	13	10	3	2	10	9
Thap4	369	363	312	242	342	300	245	213
Atg4b	573	473	504	416	439	529	447	469
Dtymk	1208	1482	1491	1454	1293	1584	1664	1400
Ing5	2241	1982	2215	2105	2126	1845	2022	1665
Gm22089	0	0	0	0	0	0	0	0
D2hgdh	116	88	58	111	68	98	104	66
Gal3st2	0	1	0	0	0	0	0	0
Gal3st2b	0	0	0	0	0	0	0	0
Gm7889	0	0	0	0	0	0	0	0
Gal3st2c	0	0	0	0	0	0	0	0
Neu4	0	0	0	0	0	0	0	0
Pdcd1	154	98	152	171	162	87	139	157
Gm23389	0	0	0	0	0	0	0	0
4930440C22Rik	0	0	0	0	0	0	0	0
Fam174a	109	233	141	179	190	183	152	135
St8sia4	344	377	396	386	313	325	373	222
Gm30431	28	22	26	17	12	17	30	12
4930598F16Rik	0	0	0	0	0	0	0	0
Gm22360	1	0	0	0	0	0	0	0
1700063A18Rik	0	0	0	0	0	0	0	0
Gm30490	0	0	0	0	0	0	0	0
4930533P14Rik	0	0	0	0	0	0	0	0
Gm26245	0	0	0	0	0	0	0	0
Gm26078	0	0	0	0	0	0	0	0
Slco4c1	4	5	5	6	2	5	6	4
Panct2	0	1	0	0	2	0	1	0
Slco6b1	0	0	0	0	0	0	0	0
Slco6c1	0	0	0	0	0	0	0	0
Gm7133	0	0	0	0	0	0	0	0
Gm7135	0	0	0	0	0	0	0	0
Macir	266	348	207	270	230	296	219	256
Ppip5k2	1507	1354	1606	1544	1568	1352	1628	1484
Gin1	354	194	336	293	252	254	353	231
Pam	96	93	94	62	57	121	100	45
Gm31771	0	0	0	0	0	0	0	0
B230216N24Rik	5	11	16	5	36	6	8	10
Gm24465	0	0	0	0	0	0	0	0
Gm51640	1	0	0	0	0	0	0	0
1810006J02Rik	0	0	4	0	3	0	0	0
Gm29461	0	0	0	0	0	0	0	0
Slco6d1	0	0	0	0	0	0	0	0
Gm7967	4	8	3	0	5	6	4	0
Gm51641	0	0	0	0	0	0	0	0
Cntnap5b	0	0	0	0	0	1	0	0
Gm41923	0	0	0	0	0	0	0	0
Gm23602	0	0	0	0	0	0	0	0
Gm29667	0	0	0	0	0	0	0	0
Gm20268	0	0	0	0	0	0	0	0
Gm31973	0	0	0	0	0	0	0	0
LOC115487674	0	0	0	0	0	0	0	0
Gm24122	0	0	0	0	0	0	0	0
Gm22034	0	0	0	0	0	0	0	0
Gm41924	0	0	0	0	0	0	0	0
Cdh20	0	0	3	2	0	0	0	0
Gm41925	0	0	0	0	0	0	0	0
Gm29012	0	0	0	0	0	0	0	0
Rnf152	4	3	2	13	8	6	9	7
Gm17634	0	0	0	0	0	0	0	0
Gm28403	0	0	0	0	0	0	0	0
LOC115487637	0	0	0	0	0	0	0	0
Pign	414	361	424	356	259	287	256	326
Relch	249	171	273	212	167	228	184	187
Tnfrsf11a	3	1	3	11	8	3	11	2
Gm41926	0	0	0	0	0	0	0	0
Gm41927	0	0	0	0	0	0	0	0
Gm26214	0	0	0	0	0	0	0	0
Gm7160	8	19	2	29	12	8	10	7
Zcchc2	1171	1285	1098	1174	1143	1184	1058	984
Gm20753	0	0	0	0	0	0	0	0
Phlpp1	237	218	183	192	147	106	115	142
Gm41928	0	0	0	0	0	0	0	0
Bcl2	2911	2634	2793	2347	1854	2064	2225	1671
Mir3473f	0	0	0	0	0	0	0	0
Gm37053	119	125	77	193	102	104	75	39
Kdsr	420	464	558	376	418	424	462	321
Vps4b	1012	948	951	950	900	888	999	903
Serpinb5	0	0	0	0	0	1	0	0
Serpinb12	0	1	0	0	1	2	1	3
Serpinb13	0	0	0	0	0	0	0	0
Serpinb3a	0	0	1	2	2	1	0	0
Serpinb3d	0	0	0	0	0	0	0	0
Serpinb3b	0	0	0	0	0	0	0	0
Serpinb3c	0	0	0	1	0	0	0	0
Serpinb11	1	0	0	0	0	0	0	0
Serpinb7	0	0	0	0	0	0	0	0
Gm24553	0	0	0	0	0	0	0	0
Serpinb2	0	0	0	0	1	1	1	0
Serpinb10	1	0	0	0	3	1	1	1
Serpinb8	4	1	1	1	2	2	3	0
Gm15389	0	0	0	0	0	0	0	0
Gm24267	1	0	0	0	0	0	0	1
Gm22438	0	0	0	0	0	0	0	0
D830032E09Rik	0	0	0	0	0	0	0	0
Gm41929	0	0	0	0	0	0	0	0
LOC115487113	0	0	0	0	0	0	0	0
Gm22159	0	0	0	0	0	0	0	0
Cdh7	0	1	1	0	0	0	0	0
Gm41930	0	0	0	0	0	0	0	0
Cdh19	0	0	0	0	0	0	0	0
n-TKctt7	0	0	0	0	0	0	0	0
4921525D07Rik	0	0	0	0	0	0	0	0
Dsel	46	138	89	42	55	52	79	51
Gm32810	0	0	0	0	0	0	0	0
Gm22331	0	0	0	0	0	0	0	0
Gm41932	0	0	0	0	0	0	0	0
Gm46244	0	0	0	0	0	0	0	0
Gm32985	0	0	0	0	0	0	0	0
Gm33042	0	0	0	0	0	0	0	0
LOC108167704	0	0	0	0	0	0	0	0
Cntnap5a	0	0	0	0	0	0	0	0
Gm24030	0	0	0	0	0	0	0	0
B020011L13Rik	0	0	0	0	0	0	0	0
Tsn	7172	7473	7426	7749	6979	7013	7940	7062
Nifk	6521	5352	6403	5483	5634	5642	6235	5325
Gm28867	0	0	0	0	0	0	0	0
Clasp1	1001	990	962	1021	962	988	875	871
Gm26080	0	0	0	0	0	0	0	0
2900060B14Rik	10524	9335	10750	9483	8109	8137	7430	7744
Tfcp2l1	3	3	3	6	6	4	1	4
Gli2	0	0	0	0	0	0	1	0
Gm51642	1	1	0	1	0	0	0	0
Mir6346	0	0	0	0	0	0	0	0
Gm41934	0	0	0	0	0	0	0	0
Gm46144	0	0	0	0	0	0	0	0
Gm33388	0	0	0	1	0	0	0	0
Inhbb	5	3	6	3	3	4	2	4
Gm41935	0	0	1	0	0	0	0	0
Gm33490	0	0	0	0	0	0	0	0
Gm33575	0	0	0	0	0	0	0	0
LOC115487115	0	0	0	0	0	0	0	0
Gm46145	0	0	0	0	0	0	0	0
Ralb	203	149	203	114	154	208	210	163
Tmem185b	286	213	186	236	241	248	191	165
3830432H09Rik	0	0	0	0	0	0	0	0
Epb41l5	23	23	45	34	32	22	29	22
Ptpn4	1169	1083	1093	945	977	902	832	793
Gm28209	0	0	0	0	0	0	0	0
Tmem177	138	112	164	155	146	108	166	169
Cfap221	1	1	0	0	0	0	0	0
Gm33817	0	0	0	0	0	0	0	0
Sctr	0	0	0	0	0	0	0	0
Gm33764	0	0	0	0	0	0	0	0
Gm41936	0	0	0	0	0	0	0	0
Tmem37	50	11	39	33	21	25	51	34
Gm41937	0	0	0	0	0	0	0	0
Gm41938	0	0	0	0	0	0	0	0
Dbi	5389	5202	5281	4936	4630	4640	4935	4164
3110009E18Rik	217	148	236	205	223	134	144	195
Steap3	37	23	19	34	44	34	30	7
C1ql2	0	0	0	0	0	0	0	0
Gm46154	0	0	0	0	0	0	0	0
Marco	2	3	3	7	2	2	2	3
Gm41939	0	0	0	0	0	0	0	0
En1	0	0	0	0	0	0	0	0
Gm34352	0	0	0	0	0	0	0	0
2610027F03Rik	0	0	1	0	0	0	0	0
Gm29345	0	0	0	0	0	0	0	0
Gm34584	0	0	0	0	0	0	0	0
Gm34641	0	0	0	0	0	0	0	0
Gm34698	0	0	0	0	0	0	0	0
Celrr	0	0	0	0	0	0	0	0
Gm46155	0	0	0	0	0	0	0	0
Gm41940	0	0	0	0	0	0	0	0
Insig2	202	166	181	187	153	222	172	161
2210011K15Rik	0	0	0	0	0	0	0	0
Gm35243	2	6	0	0	0	0	0	0
Ccdc93	372	341	318	295	278	284	306	309
Htr5b	0	0	0	0	0	0	0	0
Ddx18	4054	4745	4279	4414	4317	4281	4109	3777
Gm28590	0	0	0	0	0	0	0	0
Gm25771	0	0	0	0	0	0	0	0
Dpp10	0	0	0	0	0	0	0	0
