"","ctrl_1","ctrl_2","ctrl_3","ctrl_4","ctrl_5","tx_1","tx_2","tx_3","tx_4","tx_5"
"Ankrd23",426,394,514,499,319,260,250,120,151,436
"Cox5b",1044,1034,1414,292,730,1649,1459,1874,1420,1676
"Zap70",237,174,335,180,141,197,165,507,266,319
"4933424G06Rik",0,0,0,0,0,0,0,0,0,0
"Unc50",332,434,693,45,398,781,774,1143,728,789
"Coa5",828,863,1206,341,698,1470,1476,1758,995,1963
"Tsga10",77,1,5,27,1,103,1,31,37,20
"Lipt1",5,0,38,108,0,1,2,30,11,12
"Lyg2",0,0,0,0,0,0,0,0,0,0
"Lyg1",0,0,0,0,0,0,0,0,0,0
"Mrpl30",312,569,1232,485,421,1186,1562,1383,1075,1795
"Txndc9",583,726,608,236,238,718,1012,1054,598,860
"Rev1",83,132,31,131,149,81,27,117,18,30
"Chst10",43,257,57,1,79,240,139,193,130,205
"Pdcl3",79,81,37,42,61,160,49,143,76,169
"Nms",0,0,0,0,0,0,0,0,0,0
"Mir6349",0,0,0,0,0,0,0,0,0,0
"Rpl31",12373,12897,23710,7014,11307,27666,27914,35424,25176,32055
"Snord89",743,314,0,1631,1469,44,8,0,24,0
"Rnf149",1992,2747,1121,619,1101,2061,1831,2355,1325,2336
"Cnot11",123,207,371,47,135,227,275,304,130,233
"Creg2",21,0,36,0,0,67,0,17,0,0
"Gm3646",0,0,0,0,0,0,0,0,0,0
"Gm16894",64,38,0,0,0,21,37,2,0,0
"Il1rl2",0,0,0,20,0,0,4,0,0,0
"Il18r1",916,730,872,190,767,670,1458,1377,664,996
"Il1rl1",55,0,1,35,16,77,42,1,11,28
"Slc9a4",0,0,0,0,40,38,22,0,0,0
"Il18rap",209,400,263,139,172,109,224,125,191,355
"Tmem182",0,0,0,0,0,0,0,0,15,0
"Mfsd9",12,0,31,0,0,0,19,11,0,46
"4930448I06Rik",0,0,0,0,0,0,0,0,0,0
"2900092D14Rik",0,0,0,0,0,0,0,0,0,0
"Pou3f3",0,0,0,0,0,0,0,0,0,0
"Pantr2",0,0,0,0,0,0,0,0,0,0
"Pantr1",0,0,0,0,0,0,0,0,0,0
"Dalir",0,0,0,0,0,0,0,0,0,0
"AI597479",43,30,89,44,108,264,78,62,111,81
"Tgfbrap1",153,95,517,85,241,290,210,435,215,396
"Fhl2",2,0,57,0,21,38,10,82,3,1
"1500015O10Rik",0,0,0,0,0,0,0,0,0,0
"Tpp2",214,339,232,180,155,174,336,400,191,504
"Mettl21c",0,0,0,0,0,0,0,0,0,0
"Kdelc1",104,33,0,48,0,100,38,67,15,48
"Bivm",6,76,0,0,12,30,14,18,13,44
"Tex30",140,128,79,0,33,83,159,229,26,141
"Mettl21e",0,0,0,0,0,0,0,0,0,0
"4930521E06Rik",0,0,0,0,0,0,0,0,0,0
"Col3a1",10,112,16,16,16,15,8,0,0,0
"Wdr75",120,233,199,58,183,274,213,221,177,151
"Slc40a1",17,32,69,12,0,1,28,0,31,8
"Stk-ps2",0,0,0,0,0,0,0,0,0,0
"Slc39a10",26,285,186,81,117,176,122,65,1,38
"Mir6350",0,0,0,0,0,0,0,0,0,0
"Sdpr",260,413,249,348,47,142,241,96,28,162
"Nabp1",555,935,399,177,347,1045,785,967,478,1097
"Stat1",887,844,487,594,511,1175,808,1059,391,908
"Nab1",277,567,361,354,488,720,506,422,382,680
"Nemp2",84,66,157,129,16,60,48,107,46,100
"Inpp1",89,118,70,60,25,89,135,77,77,208
"1700019D03Rik",17,0,0,0,0,0,0,0,0,0
"Hibch",26,90,0,9,2,33,39,60,21,13
"Mstn",0,0,0,0,0,0,0,0,0,0
"1700019A02Rik",0,0,0,0,0,1,0,0,0,0
"Ormdl1",66,94,15,105,57,132,89,42,79,152
"Osgepl1",39,65,31,0,4,48,34,8,34,2
"Stk17b",1893,1739,1442,995,1724,2542,2038,2842,1693,2101
"Mir7681",0,0,0,0,0,0,0,0,0,0
"Gtf3c3",193,143,114,123,179,89,177,113,92,134
"Sf3b1",4079,3698,3022,2237,3020,3386,3625,4056,2430,4043
"Mob4",706,690,1239,405,576,887,910,956,948,1066
"Hspd1",311,327,920,210,321,412,445,507,365,582
"Coq10b",104,146,121,77,86,231,352,213,97,262
"Hspe1",1215,913,982,76,573,1660,1440,1555,1123,1721
"Mars2",13,78,120,0,0,5,93,3,63,56
"1700003I22Rik",0,0,0,0,0,0,0,0,0,0
"Hsfy2",0,0,0,0,0,0,0,0,0,0
"9130024F11Rik",0,0,0,19,0,0,0,0,0,0
"BC055402",0,0,0,0,0,0,0,0,0,0
"1700066M21Rik",20,170,15,0,67,43,26,5,37,52
"Tyw5",42,26,68,0,0,42,37,132,0,187
"4930558J18Rik",0,0,0,0,0,0,0,0,0,0
"Kctd18",93,150,208,10,122,174,105,187,108,181
"Sgol2a",23,36,36,33,40,17,11,45,0,13
"Aox4",19,0,0,0,0,0,0,0,0,0
"Clk1",2328,2375,1734,1965,2688,1988,2110,1303,1250,1704
"Bzw1",452,604,432,453,518,406,668,432,243,459
"Ppil3",31,172,96,0,43,95,90,16,9,51
"Orc2",346,278,431,60,88,380,394,319,195,324
"Fam126b",565,710,212,497,401,564,526,515,155,229
"Gm20257",257,83,222,14,119,260,133,565,211,416
"Als2cr12",48,130,6,0,33,91,0,64,85,75
"Casp8",278,245,135,346,452,132,206,430,217,379
"Trak2",453,453,482,64,146,290,218,342,288,464
"Als2cr11",0,0,0,0,0,0,0,0,0,0
"Als2",10,16,40,89,32,155,48,20,68,53
"Mpp4",0,0,0,0,3,0,0,0,0,0
"Cdk15",0,0,0,0,0,0,6,0,5,0
"Fzd7",5,0,0,0,18,13,0,29,14,0
"Gm973",0,28,0,0,0,0,0,0,0,0
"Sumo1",188,270,345,213,109,397,404,622,206,613
"Nop58",1502,1338,1203,976,872,1605,1619,2324,1166,1569
"Snord70",0,0,0,0,0,0,0,0,0,0
"Snord11",0,0,0,0,0,0,0,0,0,26
"Fam117b",321,153,354,224,347,323,270,314,158,167
"Carf",10,83,36,19,8,1,21,44,0,0
"Wdr12",133,140,297,398,92,243,290,240,118,212
"Cyp20a1",112,574,207,39,259,410,374,129,198,331
"Cd28",375,308,343,250,201,152,375,48,144,118
"Ctla4",168,133,94,25,70,113,277,129,99,226
"Icos",731,655,547,270,904,854,865,967,579,1268
"9530026F06Rik",0,0,0,0,0,0,0,0,0,0
"4930487H11Rik",0,0,0,0,0,0,0,0,0,0
"Ino80d",512,367,217,212,633,379,247,284,192,285
"Ino80dos",0,0,0,54,29,0,11,0,7,0
"Snora41",0,0,0,0,0,0,0,0,0,0
"Gpr1",0,0,0,0,0,0,0,0,0,0
"Eef1b2",8660,9587,16527,3837,5285,15822,16579,21450,14351,18652
"Dytn",0,0,0,0,0,0,0,0,0,0
"4933402D24Rik",0,0,0,0,0,0,0,0,0,0
"Fastkd2",176,73,205,28,0,108,65,161,242,103
"Mir1958",0,0,0,0,0,0,0,0,0,0
"Gm13749",0,0,0,0,0,0,0,0,0,0
"Mir6899",0,0,0,0,0,0,0,0,0,0
"Mettl21a",3,101,119,38,47,36,99,120,72,70
"Creb1",1064,925,1073,749,1232,955,1003,775,586,1416
"Ccnyl1",26,23,14,18,10,88,23,22,1,42
"Fzd5",4,86,68,18,19,101,98,142,129,68
"2810408I11Rik",0,0,2,0,0,65,13,25,0,15
"Cryge",0,0,0,0,0,0,0,0,0,0
"Crygd",0,0,0,0,0,0,0,0,0,0
"Crygc",0,0,0,0,0,0,0,0,0,0
"Cryga",0,0,0,0,0,0,0,0,0,0
"Crygb",0,0,0,0,0,0,0,0,0,0
"D630023F18Rik",0,69,0,0,0,0,0,0,0,0
"Akr1cl",0,1,0,0,0,26,0,0,0,0
"Idh1",535,424,449,92,470,1186,888,487,451,1207
"Pth2r",0,0,0,0,0,0,0,0,0,0
"Crygf",0,0,0,0,0,0,0,0,0,0
"Kansl1l",49,19,0,71,0,7,3,6,22,46
"Myl1",0,0,26,0,0,5,0,0,23,0
"Lancl1",136,57,302,2,111,232,162,94,265,160
"Cps1",34,0,0,0,0,0,0,0,0,0
"Fn1",62,155,85,166,73,183,36,131,108,267
"Apol7d",0,0,0,0,0,0,0,0,0,0
"Gm8883",0,0,0,0,0,0,0,0,0,0
"4933417E11Rik",0,0,0,0,0,0,0,0,0,0
"Mreg",1018,1184,832,324,408,1454,1271,1247,1642,1844
"Tmem169",0,0,0,2,0,0,0,0,0,0
"Pecr",48,129,65,6,28,101,53,134,67,178
"Rpl37a",22321,19094,32559,6433,15759,42811,45303,56835,47842,50456
"Ankar",0,0,0,0,0,0,0,0,0,0
"Igfbp5",92,211,92,186,227,158,54,270,0,81
"Igfbp2",0,0,0,0,0,0,0,0,0,0
"1700027A15Rik",0,0,0,0,0,0,0,0,0,0
"Tnp1",0,0,0,0,0,0,0,0,0,0
"Mir6351",0,0,0,0,0,0,0,0,0,0
"Rufy4",0,0,7,0,0,0,0,0,14,5
"Cxcr2",39,127,244,15,75,56,123,69,60,158
"Tmbim1",78,145,214,133,70,149,283,402,177,259
"Gpbar1",0,0,0,0,0,0,0,0,0,0
"Aamp",2022,1788,3897,706,1500,2645,2956,4830,2639,3316
"Cxcr1",0,0,0,0,0,0,0,0,0,0
"Arpc2",5200,4959,7591,3015,3848,7124,6927,7505,5814,7613
"Mir1928",0,0,0,0,0,0,0,0,0,0
"Slc11a1",17,0,0,0,34,40,125,20,14,108
"Vil1",0,0,0,0,0,0,0,0,0,0
"Ctdsp1",121,273,503,17,253,199,455,435,153,288
"Mir26b",0,0,0,0,0,15,0,0,23,0
"Catip",0,0,0,0,4,0,0,0,0,0
"Plcd4",0,0,0,0,0,0,0,0,8,1
"Cnot9",34,55,162,75,163,353,218,246,193,260
"Rnf25",95,9,104,22,29,137,63,209,145,130
"Ttll4",72,36,88,248,112,211,50,17,54,65
"Stk36",0,0,0,38,0,0,0,0,37,0
"Bcs1l",90,84,181,3,23,102,45,125,139,204
"Wnt6",0,0,0,0,0,2,14,0,40,142
"Wnt10a",34,0,176,87,45,84,81,230,142,203
"Prkag3",0,0,0,0,0,16,0,21,86,0
"Cyp27a1",455,205,515,189,269,732,609,727,531,559
"Mir375",0,0,0,0,0,0,0,0,0,0
"Cryba2",0,0,0,0,0,0,0,0,0,0
"Ihh",0,0,0,0,0,0,0,0,0,0
"Fev",0,0,0,0,0,0,0,0,0,0
"Cdk5r2",0,0,0,0,0,0,4,0,0,0
"Ccdc108",0,0,0,0,0,0,0,0,0,0
"Stk16",193,102,634,54,245,386,375,428,372,281
"Tuba4a",1116,1457,4619,1312,1342,1648,2246,6274,1991,3401
"Atg9a",58,5,150,0,32,83,143,162,41,72
"Ankzf1",132,88,431,232,302,240,530,589,314,423
"Zfand2b",71,132,408,245,55,346,368,772,174,414
"Cnppd1",529,332,1063,351,280,814,1198,1242,756,1302
"Fam134a",257,481,910,253,210,789,463,514,364,751
"Slc23a3",0,0,0,0,0,0,0,0,0,0
"Glb1l",81,186,62,121,43,43,139,105,1,104
"A630095N17Rik",0,0,0,0,0,0,0,0,0,0
"Abcb6",7,3,12,0,20,0,4,44,0,48
"Dnajb2",74,96,226,194,163,272,214,398,207,373
"Resp18",0,0,0,0,0,0,0,0,0,0
"Ptprn",0,0,0,0,0,0,0,0,0,0
"Dnpep",234,280,805,292,259,604,607,636,373,804
"Speg",0,79,0,4,34,23,0,1,24,9
"Asic4",0,0,0,0,0,0,0,0,0,0
"Gmppa",176,137,289,164,41,250,236,361,210,176
"Gm15179",0,0,0,0,0,0,0,0,0,0
"Chpf",47,190,427,330,105,151,84,392,97,171
"Tmem198",58,0,94,20,0,0,47,41,89,93
"Slc4a3",11,3,8,21,89,32,31,52,3,6
"Inha",0,0,0,0,0,0,0,0,0,21
"Stk11ip",112,121,181,95,264,287,335,93,387,468
"Mir6343",0,0,0,0,0,0,0,0,0,0
"Gm17751",0,0,0,0,0,0,0,0,0,0
"Mir6352",0,0,0,0,0,0,0,0,0,0
"Farsb",720,233,873,631,621,489,873,1217,376,1007
"Acsl3",13,11,121,29,121,245,187,257,217,450
"Utp14b",103,61,67,82,78,57,159,6,0,0
"Kcne4",0,0,0,0,0,0,0,0,0,0
"Scg2",0,0,0,0,0,0,0,0,0,0
"Ap1s3",412,269,593,83,197,626,546,922,377,823
"Mrpl44",231,175,282,12,65,231,255,244,225,178
"Wdfy1",199,374,167,119,132,155,285,189,143,153
"Fam124b",0,6,0,0,0,0,0,0,0,26
"Cul3",493,518,164,389,572,782,457,674,370,792
"1700016L21Rik",0,0,0,0,0,0,0,0,0,0
"Mir6344",0,0,0,0,0,0,0,0,0,0
"Irs1",0,0,0,0,0,0,0,0,0,0
"Mff",372,276,379,108,234,643,582,552,414,417
"Tm4sf20",0,0,0,0,0,0,0,0,0,0
"Agfg1",611,512,735,227,335,442,784,665,508,551
"Slc19a3",0,0,0,0,0,7,0,0,0,0
"Krtap28-13",0,0,0,0,0,0,0,0,0,0
"Daw1",0,0,0,0,0,0,0,0,0,0
"Ccl20",0,54,0,0,0,0,0,0,0,0
"Mir6353",0,0,0,0,0,0,0,0,0,0
"Mir5126",0,0,0,0,0,0,0,0,0,0
"Fbxo36",0,0,25,0,0,0,8,1,0,3
"A530032D15Rik",109,100,132,119,101,45,106,32,64,165
"C130026I21Rik",1,0,2,0,0,38,0,0,0,23
"Gm7609",0,0,0,0,0,0,0,0,0,0
"Sp100",1616,1328,2252,1076,1183,1928,1899,2000,1328,1790
"Sp140",261,368,319,307,185,341,420,389,313,282
"Mir8096",0,0,0,0,0,0,0,0,0,0
"Cab39",443,365,457,419,315,355,381,481,84,426
"9930111H07Rik",0,0,0,0,0,0,0,0,0,0
"Gpr55",0,31,28,25,0,51,0,47,0,59
"4933407L21Rik",0,0,0,0,0,0,0,0,5,0
"Itm2c",3880,3237,5186,993,2067,6593,6648,8291,7585,7301
"Spata3",1,0,0,0,0,0,0,0,0,0
"2810459M11Rik",0,0,0,0,0,0,0,0,34,0
"Htr2b",0,0,0,27,0,0,0,0,0,0
"Gm24148",0,0,0,17,6,9,0,0,0,0
"Snora75",34,0,23,86,51,0,42,0,5,7
"Ncl",9798,7776,11068,8229,10863,9144,8808,12958,6538,10496
"Snord82",0,0,0,0,0,0,0,0,0,0
"B3gnt7",0,1,0,0,6,0,10,6,16,0
"C130036L24Rik",5,0,0,25,80,12,99,109,58,34
"Nmur1",0,0,0,0,0,0,0,0,0,0
"1700019O17Rik",0,0,0,0,0,0,0,0,0,0
"Cops7b",207,225,332,284,165,186,165,155,163,209
"Pde6d",78,97,136,15,23,184,187,258,130,123
"Ptma",4110,3458,5892,2995,3566,3985,4447,5705,3058,5178
"Nppc",0,0,0,0,0,0,0,0,0,0
"Alppl2",0,0,0,0,0,0,0,0,0,0
"Akp3",0,0,0,0,0,0,0,0,0,0
"Ecel1",0,0,0,0,0,0,0,0,0,0
"Alpi",0,0,0,0,0,0,0,0,0,0
"Chrng",0,0,0,0,0,0,0,0,0,0
"Eif4e2",1101,730,1657,1095,1007,1557,1902,1318,1375,1913
"Chrnd",0,0,0,0,0,0,0,0,0,0
"Prss56",0,0,0,0,0,0,0,0,0,0
"Kcnj13",0,0,0,0,0,0,0,0,0,0
"3110079O15Rik",0,0,0,0,0,0,0,145,0,1
"Neu2",0,0,0,0,0,0,0,0,0,0
"Atg16l1",190,217,400,299,187,376,356,251,341,244
"Scarna6",0,0,0,0,1,0,0,0,0,0
"Dgkd",968,696,1485,535,851,1467,1085,1427,1096,1638
"Gm19582",0,0,0,0,0,0,0,0,0,0
"Dnajb3",0,0,0,0,0,79,3,9,22,23
"6430706D22Rik",0,0,0,0,0,0,0,0,0,0
"A730008H23Rik",0,0,0,0,0,0,0,0,0,0
"Mroh2a",29,0,0,0,1,21,1,22,0,0
"Hjurp",307,426,629,596,324,182,512,404,191,290
"Ugt1a1",0,0,0,0,0,0,0,0,0,0
"Spp2",0,0,0,0,0,0,0,0,0,0
"Glrp1",0,0,0,0,0,0,0,1,0,0
"Gm19589",0,0,0,0,0,0,0,0,0,0
"Arl4c",1960,1230,3686,1498,1157,3920,4686,5945,5131,5033
"Platr5",0,0,0,0,0,0,0,0,0,0
"1700067G17Rik",0,0,0,0,0,0,0,0,0,0
"4933400F21Rik",0,0,0,0,0,0,0,0,0,0
"Gbx2",0,0,0,0,0,0,0,0,0,0
"Asb18",0,0,0,0,0,0,0,0,0,0
"Ackr3",0,0,0,0,0,0,0,0,6,0
"Cops8",278,298,495,193,266,577,495,417,161,325
"Prlh",0,0,0,0,0,0,0,0,0,0
"Mlph",0,0,0,91,26,0,0,338,0,22
"Ramp1",595,541,1042,357,525,1107,913,915,793,1274
"Rbm44",0,0,0,0,0,0,0,0,17,22
"Espnl",0,0,0,0,0,0,0,0,0,0
"Ube2f",759,540,956,107,356,965,1226,1210,867,993
"Scly",176,41,95,69,79,258,206,419,149,442
"Hes6",329,165,1609,95,241,712,779,1186,907,723
"Per2",10,0,3,0,25,109,4,41,0,55
"Ilkap",674,694,1027,614,646,1018,958,1082,1240,818
"Fam132b",0,0,0,0,0,0,0,0,0,0
"1700020N18Rik",0,0,0,0,0,0,0,0,0,0
"Traf3ip1",128,11,100,49,67,28,2,70,37,81
"Asb1",93,136,360,272,8,150,247,249,219,235
"Twist2",0,0,0,0,0,0,0,0,0,0
"Olfr1416",0,0,0,0,0,0,0,0,0,0
"Olfr1415",0,0,0,0,0,0,0,0,0,0
"Olfr1414",0,0,0,0,0,0,0,0,0,0
"Ndufa10",844,895,1874,824,740,716,1040,1265,922,1064
"Mir6900",0,0,0,0,0,0,0,0,0,0
"Olfr1413",0,0,0,0,0,0,0,0,0,0
"Olfr1412",0,0,0,0,0,0,0,0,0,0
"Olfr1411",0,0,0,0,0,0,0,0,0,0
"Myeov2",4002,3038,4633,1613,2188,5160,6392,6983,6356,6185
"Otos",0,0,0,0,0,0,0,5,0,0
"Olfr1410",0,0,0,0,0,0,0,0,0,0
"Olfr12",0,0,0,0,0,0,0,0,0,0
"Rnpepl1",296,349,400,467,324,429,364,524,386,311
"Gpc1",179,138,561,135,116,461,476,314,325,536
"Ankmy1",0,0,0,0,0,0,0,0,0,0
"Mir149",0,0,0,0,0,0,0,0,0,0
"Dusp28",99,54,195,0,15,70,134,373,115,247
"Aqp12",0,0,0,0,0,0,0,0,0,0
"Gpr35",213,212,219,187,94,375,226,659,316,353
"Capn10",62,85,73,0,114,50,31,217,86,65
"9430060I03Rik",33,47,0,0,0,15,23,0,13,24
"Agxt",0,0,0,0,0,0,0,0,0,0
"2310007B03Rik",0,0,0,0,0,8,0,0,0,0
"Mterf4",42,26,150,0,63,83,162,158,112,212
"Sned1",10,0,0,0,0,0,0,0,0,0
"Mir6901",0,0,0,0,0,0,0,0,0,0
"Mir6345",0,0,0,0,0,0,0,0,0,0
"Mir6902",0,0,0,0,0,0,0,0,0,0
"Ppp1r7",255,213,516,277,419,529,479,323,110,413
"Ano7",0,19,1,0,0,0,22,0,91,0
"Sept2",614,576,351,151,485,826,732,440,655,532
"Bok",12,0,57,11,10,0,9,0,5,11
"Stk25",95,53,68,53,47,157,3,51,11,48
"Atg4b",343,426,556,169,149,480,624,692,480,537
"Dtymk",251,374,147,145,92,235,323,203,146,229
"Ing5",409,392,207,308,344,185,153,468,280,216
"Gm9994",0,0,0,0,0,0,0,0,0,0
"Gal3st2",44,1,28,41,2,96,154,199,245,174
"Gm6086",5,0,0,0,16,0,0,0,0,0
"Pdcd1",19,67,163,39,30,5,164,167,153,139
"Neu4",0,0,0,0,0,0,0,0,0,0
"4930440C22Rik",0,0,0,0,0,0,0,0,0,0
"Fam174a",238,271,197,159,126,274,241,320,334,492
"St8sia4",1202,1235,1301,517,788,1816,1136,1758,1251,1625
"4930598F16Rik",0,0,0,0,0,0,0,0,0,0
"1700063A18Rik",0,0,0,0,0,0,0,0,0,0
"4930533P14Rik",0,0,0,0,0,0,0,0,0,0
"Panct2",0,0,0,0,0,0,0,0,0,0
"Ppip5k2",532,338,447,309,324,410,233,297,282,287
"1810006J02Rik",12,0,0,0,0,4,45,0,0,0
"Gm20268",0,0,0,0,0,0,0,0,0,0
"Rnf152",141,199,76,127,72,148,293,116,138,198
"2310035C23Rik",108,53,147,166,47,340,420,424,203,220
"Tnfrsf11a",339,346,204,404,259,382,548,441,302,608
"Zcchc2",358,458,204,235,689,410,277,305,112,323
"Mir3473f",0,0,0,0,0,0,0,0,0,0
"Vps4b",476,516,911,427,520,797,633,893,512,920
"Kdsr",244,474,152,5,189,180,100,207,177,282
"Serpinb5",0,0,0,0,0,1,0,34,0,0
"Serpinb3d",0,0,0,0,0,0,0,0,0,0
"Serpinb13",0,0,0,0,0,0,0,0,0,0
"Serpinb3a",0,0,0,0,0,0,0,0,0,0
"Serpinb3b",0,0,0,0,0,0,0,0,0,0
"Serpinb3c",0,0,0,0,0,0,0,0,0,0
"Serpinb7",0,0,0,0,0,0,0,0,0,0
"Serpinb11",0,0,0,0,0,0,0,0,0,0
"Serpinb8",31,21,53,0,64,44,23,40,94,45
"Serpinb2",0,0,0,0,32,20,0,0,0,0
"Serpinb10",22,114,70,0,3,19,25,50,33,8
"D830032E09Rik",0,0,0,0,0,0,0,0,0,0
"Cdh19",0,0,0,0,0,0,0,0,0,0
"Dsel",103,0,0,59,123,4,34,54,0,67
"Tsn",3028,2286,3292,1803,2295,3497,3185,3300,2322,2713
"Nifk",400,374,378,115,153,432,430,314,449,484
"2900060B14Rik",10159,9991,798,16894,12060,6366,8733,658,4474,2571
"Tfcp2l1",0,0,0,24,0,57,0,29,0,20
"Mir6346",0,0,0,0,0,0,0,0,0,0
"Tmem185b",189,257,195,53,156,274,347,401,120,428
"Ralb",315,433,132,141,314,212,234,162,94,255
"Inhbb",0,0,0,0,7,0,0,24,0,41
"3830432H09Rik",0,0,0,0,0,0,0,0,0,0
"Epb41l5",0,18,0,23,0,5,7,22,21,27
"Tmem177",27,97,95,0,4,7,87,79,6,148
"3110009E18Rik",55,189,48,0,26,41,67,81,26,130
"Tmem37",4,0,80,0,0,20,66,81,5,11
"Dbi",1683,1380,3215,714,1123,5190,5314,5971,4229,5543
"Steap3",10,0,0,0,0,0,9,0,0,0
"C1ql2",0,0,0,0,0,0,0,0,0,0
"Marco",641,532,1864,1011,680,1127,873,1174,623,817
"En1",8,0,21,1,0,0,0,0,0,0
"Insig2",95,102,214,18,84,142,341,303,265,68
"Htr5b",0,0,0,0,0,0,0,0,0,0
"Ddx18",307,105,355,46,223,360,294,452,363,406
"Actr3",2074,2013,1442,829,1253,2684,2784,3025,1290,3049
"Lypd1",0,0,0,0,0,0,0,0,8,0
"Acmsd",0,0,0,0,0,0,0,0,0,0
"2900009J06Rik",0,0,0,0,13,0,0,0,0,0
"Map3k19",52,37,41,61,112,0,0,0,0,6
"Ubxn4",1386,1076,786,983,1190,1569,1613,1374,658,1479
"Mir128-1",0,0,0,0,0,0,0,0,0,0
"Mcm6",659,467,1205,104,357,447,572,1145,449,704
"Dars",241,374,206,256,89,137,308,184,72,251
"Cxcr4",1125,1439,2806,454,1078,1790,1840,1663,1668,2064
"Cd55",125,338,184,159,137,45,13,21,22,99
"C4bp",0,0,0,0,0,0,0,0,0,0
"Zp3r",0,0,0,0,0,0,0,0,0,0
"Yod1",1,98,49,36,62,97,78,97,56,21
"Pfkfb2",4,57,10,11,60,34,15,104,2,36
"AA986860",1,0,0,39,13,22,0,2,0,101
"Il20",0,0,0,0,0,0,0,0,0,0
"Fcmr",758,872,3969,869,844,695,957,1477,670,1008
"Pigr",38,113,122,74,68,63,80,64,92,1
"Il24",0,0,0,0,0,0,0,0,0,0
"Il19",0,0,0,0,0,0,0,0,0,0
"Il10",10,0,24,0,0,39,31,0,2,28
"Eif2d",113,52,89,58,126,90,127,278,147,107
"Dyrk3",37,0,28,0,106,93,70,106,159,138
"Ikbke",97,143,514,143,101,72,123,232,159,161
"Fam72a",8,0,0,0,0,0,17,18,8,17
"Rab7b",1272,1240,1424,815,1297,1835,1307,2370,1190,1830
"Ctse",66,41,35,18,29,0,27,119,41,45
"Avpr1b",0,0,0,0,0,0,0,0,0,0
"Slc26a9",0,0,0,0,0,0,0,0,0,0
"Slc41a1",405,353,182,139,143,280,185,575,209,331
"Pm20d1",0,0,0,0,0,0,0,0,0,0
"Nucks1",2399,2527,2365,2650,2922,2451,2653,2353,1893,2347
"Rab29",217,309,575,259,236,633,271,870,423,781
"Slc45a3",10,0,1,28,3,21,0,14,19,0
"Elk4",58,58,0,58,84,80,17,0,0,9
"Mfsd4a",0,32,17,1,0,41,29,12,19,10
"Mir135b",0,0,0,0,0,0,0,0,0,0
"Klhdc8a",0,0,0,0,0,27,0,51,0,0
"Nuak2",684,596,670,246,350,853,784,615,576,889
"Tmem81",42,54,0,0,55,0,45,0,22,0
"Dstyk",433,549,517,554,560,658,645,937,731,729
"Rbbp5",213,239,316,280,273,218,458,422,243,136
"Gm10538",0,0,0,0,0,0,0,0,0,0
"Mdm4",1002,837,2289,877,1212,1505,1147,1648,889,1732
"Ppp1r15b",507,528,580,229,276,690,475,1032,520,819
"Pik3c2b",0,32,122,32,93,0,23,31,17,0
"Gm19461",0,0,0,0,0,0,0,0,0,0
"Ren2",0,0,0,0,0,0,0,0,0,0
"Ren1",0,0,0,0,0,0,0,0,0,0
"Sox13",0,0,0,0,0,14,20,71,0,81
"Etnk2",0,0,0,0,0,0,0,0,0,0
"Golt1a",0,0,0,0,0,1,0,0,0,0
"Kiss1",0,0,0,0,0,0,0,0,0,0
"Zbed6",1452,934,1197,1059,1189,592,806,688,346,987
"Zc3h11a",3224,2617,4278,3336,2739,2006,1959,1569,1232,1846
"Snrpe",1708,2404,1974,571,1016,2892,3296,3575,2549,3178
"Lax1",105,30,16,80,5,21,27,35,7,23
"Atp2b4",302,257,451,274,363,594,547,713,235,499
"Mir6903",0,0,0,0,0,0,0,0,0,0
"Optc",0,0,0,0,0,0,0,46,0,0
"Prelp",0,0,3,0,0,0,8,42,0,28
"Btg2",3646,5069,4285,1669,3000,6131,7197,8582,4423,8235
"Fmod",0,0,0,0,0,0,0,19,66,0
"Chit1",0,0,0,0,0,0,0,0,0,0
"Mybph",23,0,0,0,0,0,3,0,12,0
"Chil1",0,0,0,2,0,0,0,0,0,0
"Myog",0,0,0,0,0,0,0,0,0,0
"Ppfia4",724,620,2536,498,555,1711,1213,2144,1573,1942
"Adipor1",215,195,203,204,197,423,313,424,315,545
"Cyb5r1",435,159,665,234,572,801,719,821,460,662
"4933406M09Rik",0,0,0,0,0,0,0,0,0,0
"Mgat4e",0,0,0,0,0,0,0,0,0,0
"Rabif",67,14,132,44,3,125,36,256,23,149
"Ube2t",45,36,9,7,12,58,49,70,28,7
"Ptprv",17,3,111,4,55,4,26,39,35,81
"Elf3",0,0,0,0,0,0,0,15,0,0
"Arl8a",332,185,374,49,107,240,308,470,209,242
"Gpr37l1",0,0,0,0,0,0,0,0,0,0
"Lmod1",2,55,90,42,26,44,0,0,0,17
"Timm17a",177,114,252,2,210,413,430,430,298,258
"Shisa4",0,0,0,0,0,0,0,0,0,0
"Mir1231",0,0,0,0,0,0,0,0,0,0
"Phlda3",120,19,190,72,38,88,167,185,209,147
"Csrp1",587,594,3282,312,308,1021,881,2850,581,1985
"Tnnt2",60,93,35,0,53,29,16,58,60,74
"Tnni1",0,0,0,0,0,0,1,0,0,0
"Pkp1",0,0,0,0,0,0,0,21,0,64
"Lad1",364,150,958,256,267,642,613,718,830,872
"Tmem9",0,18,83,33,83,41,109,227,147,91
"Ascl5",0,0,0,0,0,0,0,0,0,0
"Igfn1",0,0,0,0,0,0,0,0,0,0
"Cacna1s",193,49,264,66,0,243,161,384,87,257
"Kif21b",672,695,1431,556,595,551,856,1516,635,576
