gene	ctrl_01	ctrl_02	ctrl_03	ctrl_04	tx_01	tx_02	tx_03	tx_04
2810408I11Rik	261	266	326	320	249	297	252	277
Ccnyl1	290	269	313	300	247	338	296	289
Fzd5	270	229	264	216	224	257	254	214
Plekhm3	327	359	302	310	299	342	323	273
Gm51628	0	0	0	0	0	0	0	0
Gm51627	1	1	1	1	3	1	1	1
Gm24788	0	0	0	0	0	0	0	0
Akr1cl	0	0	0	0	0	0	0	0
Cryge	0	0	0	0	0	0	0	0
Crygd	0	0	0	0	0	0	0	0
Crygc	0	0	0	0	0	0	0	0
Crygb	0	0	0	0	0	0	0	0
Cryga	0	0	0	0	0	0	0	0
D630023F18Rik	2	0	0	0	0	1	0	1
Gm36358	0	1	0	0	0	0	0	0
Idh1	468	511	539	524	486	629	513	475
Pikfyve	1681	1702	1612	1654	1713	1833	1831	1765
Pth2r	0	0	1	0	0	1	1	2
LOC115487656	0	0	0	0	0	0	0	0
Crygf	0	0	0	0	0	0	0	0
Map2	4	1	7	7	3	3	5	9
Gm51629	0	0	0	0	0	0	0	0
Gm24729	0	0	0	0	0	0	0	0
Unc80	0	0	0	0	0	0	0	0
Gm39655	0	0	0	0	0	0	0	0
Rpe	367	395	462	443	348	354	397	409
Kansl1l	69	63	50	48	55	66	51	45
Gm46093	170	134	147	126	194	171	190	178
Acadl	1916	2011	2219	2198	1753	2009	1877	1848
Gm27934	0	0	0	0	0	0	0	0
Gm25832	0	0	0	0	0	0	0	0
Myl1	0	0	0	0	0	0	0	0
Lancl1	161	137	170	149	114	164	142	135
LOC115487097	32	34	29	23	31	40	35	43
Cps1	0	0	0	0	0	0	0	0
Gm26342	0	0	0	0	0	0	0	0
Gm39658	0	0	0	0	0	0	0	0
Erbb4	0	0	0	0	0	0	0	0
Gm51744	0	0	0	0	0	0	0	0
Gm28497	0	1	1	0	0	0	0	2
Ikzf2	1734	1817	1903	1610	1504	1851	1775	1459
Gm29822	0	0	1	0	0	0	0	0
Spag16	3	3	1	4	4	1	3	0
Gm23879	0	0	0	0	0	0	0	0
Gm23422	0	0	0	0	0	0	0	0
LOC115487661	0	0	0	0	0	0	0	0
Vwc2l	0	0	0	0	0	0	0	0
Gm29906	0	0	0	0	0	0	0	0
Bard1	2888	2829	3222	2906	2407	2903	2630	2530
Abca12	0	0	0	0	0	0	0	0
Gm39659	0	0	0	0	0	0	0	0
Atic	14269	13467	14525	16042	11965	13792	12727	12728
Fn1	29	37	42	36	20	23	17	19
Apol7d	0	0	0	0	0	0	0	0
Gm46094	0	0	0	0	0	0	0	0
Gm39660	0	0	0	0	0	0	0	0
Gm30160	0	0	0	0	0	0	0	0
Gm30308	0	0	0	0	0	0	0	0
Gm45958	0	0	0	0	0	0	0	0
Gm8883	0	0	0	0	0	0	0	0
Gm28818	0	1	0	0	0	0	0	0
4933417E11Rik	0	0	0	0	0	0	0	0
Gm4319	0	0	0	0	0	0	0	0
Mreg	9	12	15	12	9	12	19	12
Gm51630	0	0	0	0	0	0	0	0
Gm25360	0	0	0	1	0	0	1	0
Gm23472	0	0	0	0	0	0	0	0
D230017M19Rik	20	25	20	15	30	20	29	21
Gm24497	0	0	0	0	0	0	1	0
Gm25939	0	0	0	0	0	0	0	0
Pecr	361	346	401	375	322	397	345	328
Tmem169	1	1	4	2	3	1	2	0
Gm51631	0	0	0	0	0	0	0	0
Xrcc5	2834	2769	3113	3188	2405	2895	2725	2485
Gm39661	0	0	0	0	0	1	0	1
Marchf4	0	0	0	0	0	0	0	0
Smarcal1	1471	1446	1614	1638	1308	1502	1397	1406
Gm39662	0	0	0	0	0	0	0	1
Ankar	1	0	0	0	0	0	0	0
Rpl37a	10287	9911	10636	11189	9096	10366	9645	9629
Gm51632	7	7	2	3	14	7	3	5
Gm39663	0	2	1	2	2	4	0	1
Gm30788	0	0	2	0	0	1	0	0
Gm30847	0	0	0	0	0	0	0	0
Igfbp2	1	0	0	2	5	1	1	1
Igfbp5	0	0	0	0	0	0	0	0
Gm51633	0	0	0	0	0	0	0	0
Gm31047	0	0	0	0	0	0	0	0
Gm31137	0	0	0	0	0	0	0	0
Tnp1	0	0	0	0	0	0	0	0
1700027A15Rik	0	0	0	0	0	0	0	0
Gm31254	0	0	0	0	0	0	0	0
Gm29185	0	0	0	0	0	0	0	0
Gm31197	0	0	0	0	0	0	0	0
Gm31344	0	0	0	0	0	0	0	0
Pinc	0	0	0	0	0	0	0	0
D530049I02Rik	0	0	0	0	0	0	0	0
C530043A13Rik	0	0	0	0	0	0	0	0
6030407O03Rik	1	0	0	0	0	0	0	0
Gm29183	0	0	0	0	0	0	0	0
Mir6351	0	0	0	0	0	0	0	0
Tns1	1110	1041	1141	1109	864	1099	1031	901
Gm39664	0	0	0	0	0	0	0	0
Gm31637	0	0	0	0	0	0	0	0
Rufy4	1	3	3	5	5	2	3	2
Cxcr2	0	1	1	2	0	2	1	0
Cxcr1	2	2	1	1	0	3	0	0
Mir1928	0	0	0	0	0	0	0	0
Gm31691	0	0	0	0	0	0	0	0
Gm25524	0	0	0	0	0	0	0	0
Arpc2	17880	17593	19660	20519	16262	18638	17297	16678
Gpbar1	0	0	0	1	0	0	0	0
Aamp	2533	2373	2578	2717	2070	2531	2311	2175
Gm28364	15	20	16	13	11	12	12	12
Pnkd	608	572	629	616	552	631	609	572
Tmbim1	747	663	730	773	656	707	674	707
Catip	3	3	1	1	1	2	0	2
Slc11a1	30	22	19	22	16	26	20	14
Ctdsp1	1891	1798	1912	2111	1490	1913	1708	1699
Mir26b	3	1	2	3	4	1	6	2
Vil1	3	1	4	1	0	5	4	2
Usp37	3714	3790	3784	3870	3208	3729	3557	3366
Cnot9	6801	6698	7322	7592	5947	6857	6335	6185
Plcd4	30	36	55	59	30	33	43	41
Zfp142	2557	2328	2377	2401	2127	2528	2248	2336
Bcs1l	818	786	808	880	670	798	719	673
Rnf25	1017	1003	1046	1079	923	1038	990	946
Stk36	18	17	25	18	13	22	15	19
Ttll4	5930	5506	5438	5772	5228	5530	5126	5422
Cyp27a1	2	2	0	0	1	4	1	1
Prkag3	0	0	0	0	0	0	0	0
Wnt6	0	0	0	0	0	0	1	0
Gm29539	0	0	0	0	0	0	0	0
Gm32099	0	0	0	0	0	0	0	0
Wnt10a	28	35	37	20	23	24	26	17
n-TGgcc3	0	0	0	0	0	0	0	0
Gm32275	2	2	3	0	3	3	1	3
Gm16582	0	0	0	0	0	0	0	0
Cdk5r2	0	0	0	1	0	0	1	0
Fev	0	0	0	0	0	0	0	0
Cryba2	0	0	0	0	0	0	0	0
Mir375	0	0	0	0	0	0	0	0
Cfap65	0	1	0	0	0	0	0	0
Ihh	4	4	6	7	5	2	5	3
Nhej1	92	94	95	112	102	108	85	115
Slc23a3	13	12	16	14	12	16	12	20
Cnppd1	2339	2208	2411	2505	2069	2430	2153	2104
Retreg2	2304	2137	2427	2455	2009	2417	2190	2071
Zfand2b	640	525	597	559	561	577	520	587
Abcb6	1363	1231	1449	1549	1314	1510	1299	1358
Atg9a	1696	1544	1640	1672	1524	1815	1531	1544
Ankzf1	973	1027	1058	987	919	1137	970	943
Glb1l	240	249	227	211	221	234	231	219
Stk16	2070	1802	1932	2043	1721	1870	1728	1753
Tuba4a	10612	9731	10815	11795	9159	10488	9610	9603
A630095N17Rik	0	0	0	1	0	1	1	0
Dnajb2	829	807	771	706	741	902	799	722
Ptprn	11	17	20	11	6	14	11	9
Resp18	0	0	0	0	0	0	0	0
Dnpep	1718	1827	1860	1879	1575	1867	1773	1661
Des	0	0	0	0	0	0	0	0
Gm15179	0	0	0	0	0	0	0	0
Speg	0	1	1	2	0	1	0	0
Gmppa	2035	1973	2158	2115	1773	2102	1921	1867
Asic4	0	1	0	1	0	0	1	2
Gm32506	0	0	0	0	0	0	0	0
Chpf	1665	1586	1770	1913	1453	1522	1384	1524
Tmem198	95	105	100	111	96	107	86	96
Obsl1	41	36	44	32	29	29	41	27
Inha	22	26	19	12	15	19	28	16
Stk11ip	1678	1511	1586	1639	1414	1590	1474	1388
Slc4a3	1	1	2	0	1	1	0	1
Gm32622	0	0	0	0	0	0	0	0
Gm29065	0	0	0	0	0	0	0	0
Gm32737	0	0	0	0	0	0	0	0
Gm17751	0	0	0	0	0	0	0	0
Mir6343	0	0	0	0	0	0	0	0
Epha4	0	0	0	0	0	0	0	0
Mir6352	0	0	0	0	0	0	0	0
Gm32793	0	0	1	0	0	0	0	0
Gm32974	0	0	0	0	0	0	0	0
Gm33083	0	0	0	0	0	0	0	0
Gm33030	0	0	0	0	0	0	0	0
Gm26263	0	0	0	0	0	0	0	0
Pax3	0	0	0	0	0	0	0	0
Gm33152	0	0	0	0	0	0	0	0
Gm2102	0	0	0	0	0	0	0	0
Sgpp2	4	6	7	2	2	6	6	3
Gm51634	0	0	0	0	0	0	0	0
Farsb	1828	1844	1906	2010	1676	1876	1802	1722
Mogat1	0	0	0	2	0	0	0	0
Gm39665	0	0	0	0	0	0	0	0
Gm29611	0	0	0	0	0	0	0	0
Acsl3	1529	1542	1739	1724	2186	2684	2271	2364
Utp14b	207	216	224	214	260	370	317	300
Gm51635	0	1	0	0	0	1	0	1
Gm38631	3	1	0	1	1	3	4	3
Gm33693	0	0	0	0	0	0	0	0
Gm29536	0	0	0	0	0	0	0	0
Kcne4	0	0	0	0	0	0	0	0
LOC115487654	0	0	0	0	0	0	0	0
Scg2	0	0	0	0	0	0	0	0
Gm24160	0	0	0	0	0	0	0	0
Ap1s3	1031	1056	1200	1254	953	1191	1142	982
Wdfy1	621	572	615	572	554	514	490	496
Mrpl44	1688	1575	1852	1976	1432	1664	1543	1487
Gm39666	0	0	1	2	2	0	0	0
Serpine2	2372	2327	2540	2510	1777	2149	1899	1927
Gm33970	0	0	0	0	0	0	0	0
Gm23934	0	0	0	0	0	0	0	0
Fam124b	50	58	51	41	44	43	42	31
LOC108167342	0	0	0	1	1	0	1	1
2310015K22Rik	0	0	0	0	0	0	0	0
Gm34098	0	0	0	1	0	0	0	3
Cul3	8405	8353	9424	9873	7972	8882	8149	8029
Gm39667	8	5	4	2	3	15	8	4
Gm38673	0	0	0	0	0	0	0	0
1700016L21Rik	0	0	0	0	0	0	0	0
Dock10	11212	11137	10978	11424	10645	11512	10958	11012
Nyap2	0	0	0	0	0	0	0	0
Mir6344	0	0	0	0	0	0	0	0
Irs1	0	0	1	2	0	0	0	0
Rhbdd1	1056	1012	1053	1021	866	1006	900	933
Gm46095	0	0	0	0	0	0	1	0
Col4a4	9	6	14	9	9	14	13	9
Col4a3	1	1	2	4	1	1	0	1
C430014B12Rik	1	4	1	3	1	1	3	1
Mff	2242	2203	2443	2564	1986	2366	2134	2095
Gm39668	112	114	124	111	116	126	120	109
Tm4sf20	8	3	6	4	6	8	7	3
Gm34286	5	9	6	4	5	6	8	4
Gm17764	56	51	77	48	46	57	55	57
Gm34450	37	26	29	25	29	39	28	29
Agfg1	13908	13415	14965	15457	11597	13173	11917	11514
Slc19a3	0	0	0	0	0	1	1	0
Krtap28-13	0	0	0	0	0	0	0	0
Ccl20	0	0	1	0	0	0	0	0
Daw1	0	0	0	0	0	0	0	0
Sphkap	0	0	0	0	0	0	0	0
Pid1	0	0	2	1	1	0	0	2
Mir6353	0	0	0	0	0	0	0	0
Dner	0	0	0	0	0	0	0	0
Mir5126	0	0	0	0	0	0	0	0
Gm51637	0	0	0	0	0	0	0	0
Trip12	14910	15328	15335	15952	12873	15056	14042	13528
Fbxo36	65	61	70	49	45	58	51	49
Slc16a14	1	0	1	1	1	0	0	1
Gm39669	0	0	0	0	0	0	0	0
A530032D15Rik	0	0	0	0	0	1	2	0
A530040E14Rik	28	28	33	39	30	28	29	14
Gm38510	0	1	0	1	1	0	0	0
Gm7609	1	2	4	2	0	0	0	0
C130026I21Rik	1	4	5	1	2	2	3	3
Gm2619	0	0	0	0	0	0	1	0
Gm7592	5	2	6	6	2	4	3	3
Gm2427	0	2	0	0	1	2	3	0
Sp110	2557	2522	2692	2802	2409	2764	2502	2396
Sp140	978	1039	1084	1113	894	996	964	846
Sp100	4819	4873	5425	5087	4067	5019	4532	4148
A630001G21Rik	1740	1580	1641	1538	1523	1650	1566	1579
Mir8096	2	4	2	3	0	5	2	1
9930111H07Rik	0	0	0	0	0	0	0	0
Cab39	11680	11916	12734	13510	10746	12019	11271	11092
Itm2c	1082	1029	1034	1113	843	1038	859	959
Gm32302	0	0	2	1	4	2	5	1
Gm51745	0	2	0	0	0	0	1	0
4933407L21Rik	13	11	9	5	5	7	5	10
Gpr55	848	777	812	917	686	857	798	873
Gm41905	42	27	31	32	25	38	37	37
Spata3	0	0	0	0	0	0	0	0
2810459M11Rik	9	4	6	9	3	9	9	8
Psmd1	12455	12798	13607	14803	11317	13088	11967	11978
Gm22786	1	3	2	0	0	0	5	4
Htr2b	9	14	29	23	21	18	23	19
Armc9	303	280	322	343	282	321	283	271
Gm46098	0	2	1	2	5	3	5	4
Gm16341	1	0	0	2	0	2	0	3
Gm28626	0	0	0	0	0	0	0	0
B3gnt7	5	2	1	4	2	2	3	4
Ncl	169497	166377	176558	202610	146050	167100	154625	155712
Snora75	46	47	51	56	80	54	57	55
Gm24148	56	41	46	46	68	77	54	74
Snord82	0	0	0	1	0	0	0	0
C130036L24Rik	118	108	107	96	97	101	71	85
Nmur1	0	0	0	0	0	1	0	1
Tex44	0	0	0	0	0	0	0	0
Gm32700	0	0	2	0	0	0	0	0
Gm32758	0	1	0	0	0	2	1	0
Gm41907	3	1	0	0	0	0	0	1
Ptma	38088	35861	39075	43538	28775	35814	32295	32314
Pde6d	388	321	400	382	400	457	386	378
Cops7b	1557	1399	1566	1573	1322	1510	1369	1326
Gm41908	0	0	0	0	0	0	0	0
Nppc	2	0	1	1	0	0	0	0
Dis3l2	1185	1159	1123	1228	1017	1173	1109	1016
Gm41909	0	1	0	0	0	1	0	0
Gm28375	0	0	0	0	0	0	0	0
Gm41910	1	0	1	2	0	1	0	1
Gm29371	0	0	0	0	0	0	0	0
Alppl2	0	0	0	0	0	0	0	0
Alpi	0	0	0	0	0	0	0	0
Akp3	0	0	0	0	0	0	0	0
Ecel1	1	0	1	0	0	0	0	0
Gm51638	0	0	0	0	0	0	0	0
Gm33292	0	0	0	0	0	1	0	0
Prss56	1	0	0	2	0	0	0	0
Chrnd	0	1	0	0	0	1	0	2
Chrng	0	1	1	0	1	0	0	0
Eif4e2	5104	4686	5074	5577	4412	4956	4668	4468
Efhd1	3	2	3	2	0	2	0	1
Gm41911	0	0	0	0	0	0	0	0
Gigyf2	4090	4251	4290	4632	3523	4383	4144	3788
Gm22549	1	0	1	0	0	0	0	0
Kcnj13	2	5	6	1	4	4	5	6
Snorc	0	0	0	0	0	0	0	0
Ngef	0	3	0	1	1	0	0	0
Gm46099	0	0	0	0	0	0	0	0
Neu2	0	0	0	0	0	1	0	0
Inpp5d	4031	3947	4191	4218	3505	4379	4006	3652
Gm33470	0	2	1	1	1	1	2	4
Gm33517	0	1	2	0	0	1	2	1
Atg16l1	2283	2115	2280	2424	1964	2233	2020	2150
Gm25395	5	4	11	2	6	3	3	4
Scarna6	3	9	3	4	4	6	9	8
Sag	48	46	53	52	41	47	51	39
Dgkd	10270	10614	10883	10617	9375	11186	10114	9799
Gm19582	0	2	2	1	2	2	3	0
Usp40	1522	1467	1553	1482	1284	1348	1283	1287
Ugt1a10	1	3	1	1	1	0	0	1
Ugt1a9	0	0	1	0	0	0	0	0
Ugt1a8	0	0	0	0	0	0	0	0
Ugt1a7c	17	19	22	17	12	9	9	9
Ugt1a6b	0	0	1	0	0	0	0	0
Ugt1a6a	0	1	1	0	0	0	0	0
Ugt1a5	0	0	0	0	0	0	0	0
Ugt1a2	0	0	0	0	0	0	0	0
Dnajb3	11	9	11	2	5	10	8	7
Ugt1a1	0	0	0	0	0	0	0	0
Mroh2a	2	4	9	1	3	4	5	1
Hjurp	20142	20192	20685	18955	18473	22663	20437	18697
Trpm8	0	0	0	0	0	0	0	0
Gm51639	0	0	0	0	0	0	0	0
Spp2	0	0	0	0	0	0	1	0
Gm29538	0	0	0	0	0	0	0	0
Gm28888	0	1	1	1	1	0	1	0
Glrp1	50	43	51	35	25	28	31	20
Gm19589	1	0	2	0	0	0	0	0
Gm41912	0	0	0	0	0	3	0	4
Arl4c	1570	1729	1803	1756	2962	3912	3402	3305
Platr5	0	0	0	0	0	0	0	0
Gm34194	0	0	0	0	0	0	0	0
1700067G17Rik	0	0	0	0	0	0	0	0
Sh3bp4	27	21	31	26	26	43	42	25
Gm34331	0	0	0	0	0	0	0	0
C030007H22Rik	0	0	0	0	0	0	0	0
Gm41913	0	0	0	0	0	0	0	0
Agap1	5	6	6	5	1	4	9	4
Gm41914	0	0	0	0	0	0	0	0
4933400F21Rik	0	0	0	0	0	0	0	0
Gbx2	0	0	1	0	0	1	0	0
LOC102637806	0	0	0	0	0	0	0	0
Asb18	0	0	0	0	0	0	0	0
Gm41915	0	0	0	0	0	0	0	0
Gm34616	0	0	0	0	0	0	0	0
Iqca	0	0	0	0	0	0	0	0
4930434B07Rik	0	0	0	0	0	0	0	0
Ackr3	0	0	0	0	0	0	0	0
Gm34930	0	0	0	0	0	0	0	0
2700003A03Rik	0	0	0	0	0	0	0	0
Gm34992	0	0	0	0	0	0	0	0
Gm28722	0	0	0	0	0	0	0	0
Gm35048	0	0	0	0	0	0	0	0
Gm35141	0	0	0	0	0	0	0	0
Gm41917	0	0	0	0	1	0	0	0
Gm35192	0	0	0	0	0	0	0	0
Cops8	3129	2908	3378	3434	2820	3139	2806	2915
Gm35242	0	2	0	0	0	0	0	0
Gm9991	0	0	0	0	0	0	0	0
Gm35332	0	0	0	0	0	1	0	0
Gm41918	0	0	0	0	0	0	0	0
Col6a3	1	1	0	0	1	0	0	0
Gm35381	0	0	0	0	0	0	0	0
Mlph	0	0	0	0	0	0	0	0
Prlh	0	0	0	0	0	0	0	0
Rab17	2	0	0	1	0	0	0	0
Lrrfip1	6067	5973	6581	6947	5295	6372	5791	5685
Rbm44	203	214	217	215	196	227	188	185
Ramp1	72	84	76	76	101	124	119	107
Ube2f	1354	1186	1444	1488	1198	1299	1136	1218
Scly	844	793	920	907	774	878	783	761
Espnl	6	8	5	9	8	1	6	6
Klhl30	3	1	1	4	1	0	1	0
Erfe	87	80	69	97	71	94	86	69
Ilkap	3712	3496	3770	3888	3165	3693	3278	3397
1700020N18Rik	0	0	1	0	3	1	4	4
Hes6	1412	1314	1425	1442	1399	1463	1316	1387
Per2	423	427	448	420	438	496	452	445
Gm35591	0	2	0	2	1	3	1	3
Gm28382	0	0	0	0	0	0	0	0
Traf3ip1	841	766	820	885	718	896	786	778
Asb1	742	726	726	784	675	750	666	701
Gm28380	0	0	0	0	0	0	0	0
Twist2	0	0	0	0	1	0	0	0
Gm46117	1	0	0	1	1	0	0	1
Gm46242	0	0	0	0	0	0	0	0
Hdac4	1600	1537	1605	1591	1434	1682	1643	1500
LOC108167659	4	2	3	2	0	1	0	1
Gm35992	0	0	0	0	0	0	0	0
Ndufa10	4696	4626	4959	5315	4264	4986	4498	4453
Mir6900	0	0	0	0	0	1	0	2
Olfr1416	0	0	0	0	0	0	0	0
Olfr1415	0	0	0	0	0	0	0	0
Olfr1414	0	0	0	0	0	0	0	0
Olfr1413	0	0	0	0	0	0	0	0
Olfr1412	0	0	0	0	0	0	0	0
Olfr1411	0	0	0	0	0	0	0	0
Olfr1410	0	0	0	0	0	0	0	0
Olfr12	0	0	0	0	0	0	0	0
Cops9	970	918	968	1076	889	1002	904	932
Otos	2	4	3	5	3	6	9	1
Gm29483	0	0	0	0	0	0	0	0
Gm36102	0	0	0	0	0	0	0	0
Gm29481	3	1	0	0	0	1	0	1
Gpc1	365	352	422	415	245	305	287	279
Gm29480	0	0	0	0	0	0	0	0
Mir149	0	0	0	0	0	0	0	0
Ankmy1	14	16	12	9	12	12	11	10
Gm36184	0	0	1	0	0	0	0	0
LOC115487694	0	0	0	0	1	0	0	0
Dusp28	156	169	146	148	136	143	121	125
5033417F24Rik	4	11	18	16	7	8	10	12
Rnpepl1	2957	2717	2774	2856	2343	2715	2382	2499
9430060I03Rik	2	5	2	0	5	2	6	0
Capn10	570	559	591	660	518	549	565	538
Gpr35	36	36	30	34	29	32	40	29
Gm36424	0	0	0	0	0	0	0	0
Aqp12	0	0	0	2	0	0	0	0
Kif1a	2	0	0	1	2	2	0	0
Gm36472	0	0	0	0	0	0	0	0
Agxt	0	0	0	0	0	0	0	0
Mab21l4	0	0	0	0	0	0	0	0
Crocc2	0	0	0	0	1	1	0	0
Sned1	44	39	42	38	36	35	55	51
Mir6901	0	0	0	0	0	0	0	0
Mterf4	654	572	688	616	539	692	611	602
Gm28535	34	40	28	25	33	28	32	35
Pask	1471	1544	1611	1613	1197	1573	1502	1317
Ppp1r7	3525	3495	3672	3966	2950	3468	3118	3132
Mir6902	0	0	0	0	0	0	0	0
Mir6345	0	2	1	3	0	0	0	1
Gm26446	1	2	3	4	6	3	6	5
Ano7	39	33	31	42	26	25	22	24
Hdlbp	23822	23701	24553	25649	19896	23509	21622	20803
Septin2	8035	7985	9036	9032	7037	8136	7200	7078
Farp2	35	36	42	45	34	45	34	36
Gm41920	1	0	1	2	0	1	0	0
Stk25	3052	2851	3137	3085	2848	3189	2875	2876
Bok	15	4	13	14	8	12	11	12
Thap4	1377	1312	1375	1441	1147	1278	1191	1161
Atg4b	2177	2134	2062	2299	1827	2084	2000	1889
Dtymk	4724	4368	4905	4864	4370	4803	4313	4351
Ing5	2517	2653	2747	2847	2174	2563	2396	2294
Gm22089	0	2	0	1	0	0	3	1
D2hgdh	595	589	621	618	542	660	552	510
Gal3st2	2	1	0	0	0	0	0	0
Gal3st2b	0	0	0	0	0	0	0	0
Gm7889	0	0	0	0	0	0	1	0
Gal3st2c	0	0	0	0	0	0	1	0
Neu4	0	0	1	1	2	1	1	1
Pdcd1	2570	2422	2733	2713	2430	2682	2367	2331
Gm23389	0	0	0	0	0	0	0	0
4930440C22Rik	0	0	0	0	0	0	0	0
Fam174a	491	480	528	556	373	501	432	417
St8sia4	1534	1531	1614	1791	1512	1631	1471	1544
Gm30431	26	24	28	25	31	21	18	26
4930598F16Rik	2	0	0	1	3	0	0	0
Gm22360	0	0	0	0	0	0	0	0
1700063A18Rik	0	0	0	0	0	0	0	0
Gm30490	0	0	0	0	0	0	0	0
4930533P14Rik	0	0	0	0	0	0	0	0
Gm26245	0	0	0	0	0	0	0	0
Gm26078	0	0	0	0	0	0	0	0
Slco4c1	0	0	0	0	0	0	0	0
Panct2	0	0	0	0	0	0	0	0
Slco6b1	0	0	0	0	0	0	0	0
Slco6c1	0	0	0	0	0	0	0	0
Gm7133	0	0	0	0	0	0	0	0
Gm7135	0	0	0	0	0	0	0	0
Macir	365	359	423	465	427	432	377	421
Ppip5k2	3926	3988	4106	4541	3414	3770	3528	3570
Gin1	604	550	650	619	605	594	532	565
Pam	144	159	163	169	142	167	167	154
Gm31771	0	0	0	0	0	0	0	0
B230216N24Rik	6	10	9	2	13	8	7	10
Gm24465	0	0	0	0	0	0	0	0
Gm51640	0	1	2	0	3	0	0	1
1810006J02Rik	2	3	3	5	4	5	2	4
Gm29461	0	0	0	1	0	0	0	0
Slco6d1	0	0	0	0	0	0	0	0
Gm7967	13	9	16	14	10	16	9	10
Gm51641	0	0	0	0	0	0	0	0
Cntnap5b	0	0	0	0	0	0	0	0
Gm41923	0	0	0	0	0	0	0	0
Gm23602	0	0	0	0	0	0	0	0
Gm29667	45	60	59	43	48	62	40	44
Gm20268	0	0	0	0	0	0	0	0
Gm31973	0	0	0	0	0	0	0	0
LOC115487674	0	0	0	0	0	0	0	0
Gm24122	0	0	0	0	0	0	0	0
Gm22034	0	0	0	0	0	0	0	0
Gm41924	0	0	0	0	0	0	0	0
Cdh20	0	0	0	0	0	0	0	0
Gm41925	0	0	0	0	0	0	0	0
Gm29012	0	0	0	0	0	0	0	0
Rnf152	70	82	78	64	68	63	65	62
Gm17634	0	0	0	0	0	0	0	0
Gm28403	1	1	0	0	2	1	1	0
LOC115487637	0	0	0	0	0	0	0	0
Pign	1768	1817	1814	1756	1537	1607	1521	1455
Relch	1732	1781	1850	1919	1620	1704	1685	1557
Tnfrsf11a	1	3	7	1	8	9	7	7
Gm41926	0	0	0	0	1	0	0	0
Gm41927	0	1	0	0	0	0	0	0
Gm26214	0	0	0	0	0	0	0	0
Gm7160	30	37	11	20	33	27	18	25
Zcchc2	2893	2886	3151	3282	2562	2910	2759	2651
Gm20753	0	0	0	1	0	2	0	1
Phlpp1	963	982	956	934	690	854	758	788
Gm41928	11	5	13	14	13	19	9	17
Bcl2	6340	6450	6793	6596	5846	6530	6170	5989
Mir3473f	0	1	1	0	0	1	0	2
Gm37053	11	8	9	6	7	3	5	11
Kdsr	866	911	897	1017	871	871	806	816
Vps4b	4076	4050	4348	4733	3631	4092	3841	3720
Serpinb5	1	0	0	2	2	0	1	0
Serpinb12	0	0	0	0	0	0	0	0
Serpinb13	0	0	0	0	0	0	0	0
Serpinb3a	0	0	0	0	0	0	0	0
Serpinb3d	0	0	0	0	0	0	0	0
Serpinb3b	0	0	0	0	0	0	0	0
Serpinb3c	0	0	0	0	0	0	0	0
Serpinb11	0	0	0	0	0	0	0	0
Serpinb7	0	0	0	0	0	0	0	0
Gm24553	0	0	0	0	0	0	0	0
Serpinb2	0	0	0	0	0	0	0	0
Serpinb10	0	0	0	1	0	0	0	0
Serpinb8	0	0	0	0	0	1	0	0
Gm15389	0	0	0	0	0	0	0	0
Gm24267	0	0	0	0	0	0	0	0
Gm22438	0	0	0	0	0	0	0	0
D830032E09Rik	0	0	0	0	0	0	0	0
Gm41929	0	0	0	0	0	0	0	0
LOC115487113	0	0	0	0	0	0	0	0
Gm22159	0	0	0	0	0	0	0	0
Cdh7	0	0	0	0	0	0	0	0
Gm41930	0	0	0	0	0	0	0	0
Cdh19	0	0	0	0	0	0	0	0
n-TKctt7	0	0	0	0	0	0	0	0
4921525D07Rik	0	0	0	0	0	0	0	0
Dsel	167	140	156	177	161	153	145	147
Gm32810	0	0	0	0	0	0	0	0
Gm22331	0	0	0	0	0	0	0	0
Gm41932	0	0	0	0	0	0	0	0
Gm46244	0	0	0	0	0	0	0	0
Gm32985	0	0	0	0	0	0	0	0
Gm33042	0	0	0	0	0	0	0	0
LOC108167704	0	0	0	0	0	0	0	0
Cntnap5a	0	0	0	0	0	0	0	0
Gm24030	0	0	0	0	0	0	0	0
B020011L13Rik	0	0	0	0	0	0	0	0
Tsn	6571	6536	7054	7600	6013	6969	6136	6244
Nifk	4978	4686	5251	5751	4317	4694	4391	4624
Gm28867	0	0	0	0	0	0	0	0
Clasp1	4654	4674	4547	4688	3824	4667	4374	4141
Gm26080	0	0	0	0	0	0	0	0
2900060B14Rik	0	2	0	1	1	2	1	0
Tfcp2l1	8	4	4	7	7	5	6	3
Gli2	0	0	0	0	0	0	0	0
Gm51642	0	0	0	0	0	0	0	0
Mir6346	0	0	0	0	0	0	0	0
Gm41934	0	0	0	0	0	0	0	0
Gm46144	0	0	0	0	0	0	0	0
Gm33388	0	0	0	0	0	0	0	0
Inhbb	1	1	2	1	0	0	0	0
Gm41935	0	0	0	0	0	0	0	0
Gm33490	0	0	0	0	0	1	0	0
Gm33575	0	0	0	0	0	0	0	0
LOC115487115	0	0	0	0	0	0	0	0
Gm46145	0	0	0	0	0	0	0	0
Ralb	694	703	797	789	728	868	727	759
Tmem185b	637	624	648	707	545	594	531	584
3830432H09Rik	2	0	1	0	0	1	2	0
Epb41l5	78	72	90	64	74	91	75	67
Ptpn4	2184	2194	2161	2225	2063	2188	2033	2041
Gm28209	3	2	1	4	1	4	5	3
Tmem177	442	397	436	408	348	441	378	347
